,지역 아이디,지역 이름,일 평균상대습도,일 평균기온,일 평균풍속,일 최고기온,일 최저상대습도,일 최저기온,일 강수량,일 누적일조시간,작물 명,작물별 특성아이디,작물별 특성 이름,특보 코드,특보 발효 여부,연월일
4280,4211000000,춘천,55,5,1,12,18,0,0,8,풋고추,PA350201,꽈리고추,,0,2006-11-11 00:00:00
2140,4211000000,춘천,55,5,1,12,18,0,0,8,풋고추,PA350301,청양고추,,0,2006-11-11 00:00:00
4282,4427000000,당진,0,4,0,12,0,-2,0,0,풋고추,PA350201,꽈리고추,,0,2006-11-12 00:00:00
4283,4211000000,춘천,63,2,1,11,22,-3,0,8,풋고추,PA350101,풋고추,,0,2006-11-12 00:00:00
2141,4211000000,춘천,63,2,1,11,22,-3,0,8,풋고추,PA350301,청양고추,,0,2006-11-12 00:00:00
4282,4617000000,나주,0,0,0,16,0,3,0,0,풋고추,PA350101,풋고추,,0,2006-11-12 00:00:00
4283,4211000000,춘천,63,2,1,11,22,-3,0,8,풋고추,PA350201,꽈리고추,,0,2006-11-12 00:00:00
2142,4211000000,춘천,82,5,0,10,61,0,2,0,풋고추,PA350301,청양고추,,0,2006-11-13 00:00:00
4284,4211000000,춘천,82,5,0,10,61,0,2,0,풋고추,PA350101,풋고추,,0,2006-11-13 00:00:00
4284,4211000000,춘천,82,5,0,10,61,0,2,0,풋고추,PA350201,꽈리고추,,0,2006-11-13 00:00:00
4285,4617000000,나주,0,0,0,16,0,10,0,0,풋고추,PA350101,풋고추,,0,2006-11-13 00:00:00
4285,4427000000,당진,0,11,2,16,0,1,0,0,풋고추,PA350201,꽈리고추,,0,2006-11-13 00:00:00
2143,4211000000,춘천,57,5,2,9,20,0,0,8,풋고추,PA350301,청양고추,,0,2006-11-14 00:00:00
4287,4427000000,당진,0,7,5,10,0,5,2,0,풋고추,PA350201,꽈리고추,,0,2006-11-14 00:00:00
4286,4211000000,춘천,57,5,2,9,20,0,0,8,풋고추,PA350201,꽈리고추,,0,2006-11-14 00:00:00
4286,4211000000,춘천,57,5,2,9,20,0,0,8,풋고추,PA350101,풋고추,,0,2006-11-14 00:00:00
4287,4617000000,나주,0,9,1,13,0,4,0,0,풋고추,PA350101,풋고추,,0,2006-11-14 00:00:00
4289,4211000000,춘천,74,3,1,9,32,0,10,2,풋고추,PA350201,꽈리고추,,0,2006-11-15 00:00:00
4289,4211000000,춘천,74,3,1,9,32,0,10,2,풋고추,PA350101,풋고추,,0,2006-11-15 00:00:00
2144,4211000000,춘천,74,3,1,9,32,0,10,2,풋고추,PA350301,청양고추,,0,2006-11-15 00:00:00
4288,4427000000,당진,0,7,3,11,0,4,3,0,풋고추,PA350201,꽈리고추,,0,2006-11-15 00:00:00
4288,4617000000,나주,0,9,1,17,0,1,0,0,풋고추,PA350101,풋고추,,0,2006-11-15 00:00:00
2145,4211000000,춘천,63,0,0,8,23,-4,0,7,풋고추,PA350301,청양고추,,0,2006-11-16 00:00:00
4291,4211000000,춘천,63,0,0,8,23,-4,0,7,풋고추,PA350201,꽈리고추,,0,2006-11-16 00:00:00
4291,4211000000,춘천,63,0,0,8,23,-4,0,7,풋고추,PA350101,풋고추,,0,2006-11-16 00:00:00
4290,4617000000,나주,0,7,0,13,0,3,0,0,풋고추,PA350101,풋고추,,0,2006-11-16 00:00:00
4290,4427000000,당진,0,2,0,7,0,-1,0,0,풋고추,PA350201,꽈리고추,,0,2006-11-16 00:00:00
4293,4211000000,춘천,75,1,0,10,32,-4,0,8,풋고추,PA350101,풋고추,,0,2006-11-17 00:00:00
2146,4211000000,춘천,75,1,0,10,32,-4,0,8,풋고추,PA350301,청양고추,,0,2006-11-17 00:00:00
4292,4617000000,나주,0,8,0,16,0,2,0,0,풋고추,PA350101,풋고추,,0,2006-11-17 00:00:00
4293,4211000000,춘천,75,1,0,10,32,-4,0,8,풋고추,PA350201,꽈리고추,,0,2006-11-17 00:00:00
4292,4427000000,당진,0,3,0,11,0,-2,0,0,풋고추,PA350201,꽈리고추,,0,2006-11-17 00:00:00
2147,4211000000,춘천,81,2,0,11,43,-2,0,7,풋고추,PA350301,청양고추,,0,2006-11-18 00:00:00
4294,4617000000,나주,0,7,0,14,0,3,0,0,풋고추,PA350101,풋고추,,0,2006-11-18 00:00:00
4295,4211000000,춘천,81,2,0,11,43,-2,0,7,풋고추,PA350101,풋고추,,0,2006-11-18 00:00:00
4294,4427000000,당진,0,5,0,14,0,0,0,0,풋고추,PA350201,꽈리고추,,0,2006-11-18 00:00:00
4295,4211000000,춘천,81,2,0,11,43,-2,0,7,풋고추,PA350201,꽈리고추,,0,2006-11-18 00:00:00
4296,4617000000,나주,0,11,1,19,0,5,0,0,풋고추,PA350101,풋고추,,0,2006-11-19 00:00:00
4297,4211000000,춘천,80,4,0,11,44,-1,0,4,풋고추,PA350101,풋고추,,0,2006-11-19 00:00:00
2148,4211000000,춘천,80,4,0,11,44,-1,0,4,풋고추,PA350301,청양고추,,0,2006-11-19 00:00:00
4297,4211000000,춘천,80,4,0,11,44,-1,0,4,풋고추,PA350201,꽈리고추,,0,2006-11-19 00:00:00
4296,4427000000,당진,0,6,0,13,0,0,0,0,풋고추,PA350201,꽈리고추,,0,2006-11-19 00:00:00
4298,4211000000,춘천,76,5,0,14,33,0,0,7,풋고추,PA350101,풋고추,,0,2006-11-20 00:00:00
4299,4617000000,나주,0,9,1,17,0,3,0,0,풋고추,PA350101,풋고추,,0,2006-11-20 00:00:00
2149,4211000000,춘천,76,5,0,14,33,0,0,7,풋고추,PA350301,청양고추,,0,2006-11-20 00:00:00
4299,4427000000,당진,0,5,1,13,0,0,0,0,풋고추,PA350201,꽈리고추,,0,2006-11-20 00:00:00
4298,4211000000,춘천,76,5,0,14,33,0,0,7,풋고추,PA350201,꽈리고추,,0,2006-11-20 00:00:00
4300,4211000000,춘천,86,3,0,7,69,0,0,0,풋고추,PA350101,풋고추,,0,2006-11-21 00:00:00
4301,4617000000,나주,0,7,0,17,0,0,0,0,풋고추,PA350101,풋고추,,0,2006-11-21 00:00:00
2150,4211000000,춘천,86,3,0,7,69,0,0,0,풋고추,PA350301,청양고추,,0,2006-11-21 00:00:00
4301,4427000000,당진,0,6,0,13,0,0,0,0,풋고추,PA350201,꽈리고추,,0,2006-11-21 00:00:00
4300,4211000000,춘천,86,3,0,7,69,0,0,0,풋고추,PA350201,꽈리고추,,0,2006-11-21 00:00:00
4302,4427000000,당진,0,5,0,10,0,0,0,0,풋고추,PA350201,꽈리고추,,0,2006-11-22 00:00:00
4302,4617000000,나주,0,9,0,15,0,4,0,0,풋고추,PA350101,풋고추,,0,2006-11-22 00:00:00
2151,4211000000,춘천,80,4,0,8,46,0,0,0,풋고추,PA350301,청양고추,,0,2006-11-22 00:00:00
4303,4211000000,춘천,80,4,0,8,46,0,0,0,풋고추,PA350201,꽈리고추,,0,2006-11-22 00:00:00
4303,4211000000,춘천,80,4,0,8,46,0,0,0,풋고추,PA350101,풋고추,,0,2006-11-22 00:00:00
4305,4427000000,당진,0,6,2,12,0,-1,0,0,풋고추,PA350201,꽈리고추,,0,2006-11-23 00:00:00
4304,4211000000,춘천,63,6,2,9,45,2,0,3,풋고추,PA350201,꽈리고추,,0,2006-11-23 00:00:00
4304,4211000000,춘천,63,6,2,9,45,2,0,3,풋고추,PA350101,풋고추,,0,2006-11-23 00:00:00
2152,4211000000,춘천,63,6,2,9,45,2,0,3,풋고추,PA350301,청양고추,,0,2006-11-23 00:00:00
4305,4617000000,나주,0,10,0,14,0,7,0,0,풋고추,PA350101,풋고추,,0,2006-11-23 00:00:00
4306,4211000000,춘천,59,5,2,9,37,0,0,3,풋고추,PA350101,풋고추,,0,2006-11-24 00:00:00
4307,4617000000,나주,0,8,0,16,0,2,0,0,풋고추,PA350101,풋고추,,0,2006-11-24 00:00:00
2153,4211000000,춘천,59,5,2,9,37,0,0,3,풋고추,PA350301,청양고추,,0,2006-11-24 00:00:00
4306,4211000000,춘천,59,5,2,9,37,0,0,3,풋고추,PA350201,꽈리고추,,0,2006-11-24 00:00:00
4307,4427000000,당진,0,6,3,11,0,4,0,0,풋고추,PA350201,꽈리고추,,0,2006-11-24 00:00:00
4308,4211000000,춘천,74,4,1,13,36,-2,0,7,풋고추,PA350101,풋고추,,0,2006-11-25 00:00:00
4308,4211000000,춘천,74,4,1,13,36,-2,0,7,풋고추,PA350201,꽈리고추,,0,2006-11-25 00:00:00
4309,4427000000,당진,0,7,1,16,0,1,0,0,풋고추,PA350201,꽈리고추,,0,2006-11-25 00:00:00
2154,4211000000,춘천,74,4,1,13,36,-2,0,7,풋고추,PA350301,청양고추,,0,2006-11-25 00:00:00
4309,4617000000,나주,0,9,0,18,0,1,0,0,풋고추,PA350101,풋고추,,0,2006-11-25 00:00:00
4311,4211000000,춘천,73,8,1,14,49,2,0,1,풋고추,PA350201,꽈리고추,,0,2006-11-26 00:00:00
4311,4211000000,춘천,73,8,1,14,49,2,0,1,풋고추,PA350101,풋고추,,0,2006-11-26 00:00:00
4310,4427000000,당진,0,10,1,16,0,4,0,0,풋고추,PA350201,꽈리고추,,0,2006-11-26 00:00:00
4310,4617000000,나주,0,13,0,17,0,9,0,0,풋고추,PA350101,풋고추,,0,2006-11-26 00:00:00
2155,4211000000,춘천,73,8,1,14,49,2,0,1,풋고추,PA350301,청양고추,,0,2006-11-26 00:00:00
2156,4211000000,춘천,81,7,1,9,68,4,5,0,풋고추,PA350301,청양고추,,0,2006-11-27 00:00:00
4313,4211000000,춘천,81,7,1,9,68,4,5,0,풋고추,PA350201,꽈리고추,,0,2006-11-27 00:00:00
4312,4427000000,당진,0,8,2,11,0,6,23,0,풋고추,PA350201,꽈리고추,,0,2006-11-27 00:00:00
4313,4211000000,춘천,81,7,1,9,68,4,5,0,풋고추,PA350101,풋고추,,0,2006-11-27 00:00:00
4312,4617000000,나주,0,11,0,12,0,9,25,0,풋고추,PA350101,풋고추,,0,2006-11-27 00:00:00
4315,4617000000,나주,0,9,0,11,0,5,1,0,풋고추,PA350101,풋고추,,0,2006-11-28 00:00:00
4315,4427000000,당진,0,6,3,10,0,3,0,0,풋고추,PA350201,꽈리고추,,0,2006-11-28 00:00:00
4314,4211000000,춘천,85,4,0,5,54,1,3,0,풋고추,PA350201,꽈리고추,,0,2006-11-28 00:00:00
2157,4211000000,춘천,85,4,0,5,54,1,3,0,풋고추,PA350301,청양고추,,0,2006-11-28 00:00:00
4314,4211000000,춘천,85,4,0,5,54,1,3,0,풋고추,PA350101,풋고추,,0,2006-11-28 00:00:00
4316,4211000000,춘천,69,0,1,6,25,-3,0,6,풋고추,PA350101,풋고추,,0,2006-11-29 00:00:00
4317,4617000000,나주,0,6,1,10,0,4,0,0,풋고추,PA350101,풋고추,,0,2006-11-29 00:00:00
2158,4211000000,춘천,69,0,1,6,25,-3,0,6,풋고추,PA350301,청양고추,,0,2006-11-29 00:00:00
4317,4427000000,당진,0,2,2,5,0,-1,0,0,풋고추,PA350201,꽈리고추,,0,2006-11-29 00:00:00
4316,4211000000,춘천,69,0,1,6,25,-3,0,6,풋고추,PA350201,꽈리고추,,0,2006-11-29 00:00:00
4318,4617000000,나주,0,5,1,11,0,-1,0,0,풋고추,PA350101,풋고추,,0,2006-11-30 00:00:00
4319,4211000000,춘천,77,0,1,5,54,-4,0,3,풋고추,PA350201,꽈리고추,,0,2006-11-30 00:00:00
4318,4427000000,당진,0,2,0,6,0,-2,3,0,풋고추,PA350201,꽈리고추,,0,2006-11-30 00:00:00
2159,4211000000,춘천,77,0,1,5,54,-4,0,3,풋고추,PA350301,청양고추,,0,2006-11-30 00:00:00
4319,4211000000,춘천,77,0,1,5,54,-4,0,3,풋고추,PA350101,풋고추,,0,2006-11-30 00:00:00
4320,4617000000,나주,0,5,0,12,0,1,0,0,풋고추,PA350101,풋고추,,0,2006-12-01 00:00:00
4321,4211000000,춘천,83,0,1,4,54,-2,0,3,풋고추,PA350201,꽈리고추,,0,2006-12-01 00:00:00
4321,4211000000,춘천,83,0,1,4,54,-2,0,3,풋고추,PA350101,풋고추,,0,2006-12-01 00:00:00
2160,4211000000,춘천,83,0,1,4,54,-2,0,3,풋고추,PA350301,청양고추,,0,2006-12-01 00:00:00
4320,4427000000,당진,0,3,1,7,0,0,5,0,풋고추,PA350201,꽈리고추,,0,2006-12-01 00:00:00
4322,4211000000,춘천,46,-2,3,1,26,-7,0,7,풋고추,PA350201,꽈리고추,,0,2006-12-02 00:00:00
4323,4427000000,당진,0,0,5,4,0,-2,2,0,풋고추,PA350201,꽈리고추,,0,2006-12-02 00:00:00
4323,4617000000,나주,0,3,1,6,0,0,2,0,풋고추,PA350101,풋고추,,0,2006-12-02 00:00:00
4322,4211000000,춘천,46,-2,3,1,26,-7,0,7,풋고추,PA350101,풋고추,,0,2006-12-02 00:00:00
2161,4211000000,춘천,46,-2,3,1,26,-7,0,7,풋고추,PA350301,청양고추,,0,2006-12-02 00:00:00
2162,4211000000,춘천,50,-5,1,0,20,-10,0,7,풋고추,PA350301,청양고추,,0,2006-12-03 00:00:00
4325,4427000000,당진,0,-2,2,0,0,-3,0,0,풋고추,PA350201,꽈리고추,,0,2006-12-03 00:00:00
4324,4211000000,춘천,50,-5,1,0,20,-10,0,7,풋고추,PA350201,꽈리고추,,0,2006-12-03 00:00:00
4324,4211000000,춘천,50,-5,1,0,20,-10,0,7,풋고추,PA350101,풋고추,,0,2006-12-03 00:00:00
4325,4617000000,나주,0,0,1,4,0,-1,0,0,풋고추,PA350101,풋고추,,0,2006-12-03 00:00:00
2163,4211000000,춘천,59,-4,0,2,18,-10,0,7,풋고추,PA350301,청양고추,,0,2006-12-04 00:00:00
4326,4211000000,춘천,59,-4,0,2,18,-10,0,7,풋고추,PA350201,꽈리고추,,0,2006-12-04 00:00:00
4327,4427000000,당진,0,0,0,3,0,-4,0,0,풋고추,PA350201,꽈리고추,,0,2006-12-04 00:00:00
4327,4617000000,나주,0,1,0,7,0,-2,0,0,풋고추,PA350101,풋고추,,0,2006-12-04 00:00:00
4326,4211000000,춘천,59,-4,0,2,18,-10,0,7,풋고추,PA350101,풋고추,,0,2006-12-04 00:00:00
4328,4211000000,춘천,72,-1,0,4,42,-5,0,4,풋고추,PA350101,풋고추,,0,2006-12-05 00:00:00
4329,4617000000,나주,0,2,0,9,0,-3,0,0,풋고추,PA350101,풋고추,,0,2006-12-05 00:00:00
4329,4427000000,당진,0,1,0,9,0,-2,0,0,풋고추,PA350201,꽈리고추,,0,2006-12-05 00:00:00
4328,4211000000,춘천,72,-1,0,4,42,-5,0,4,풋고추,PA350201,꽈리고추,,0,2006-12-05 00:00:00
2164,4211000000,춘천,72,-1,0,4,42,-5,0,4,풋고추,PA350301,청양고추,,0,2006-12-05 00:00:00
2165,4211000000,춘천,82,0,0,5,57,-4,0,3,풋고추,PA350301,청양고추,,0,2006-12-06 00:00:00
4331,4211000000,춘천,82,0,0,5,57,-4,0,3,풋고추,PA350201,꽈리고추,,0,2006-12-06 00:00:00
4330,4427000000,당진,0,3,0,8,0,-3,0,0,풋고추,PA350201,꽈리고추,,0,2006-12-06 00:00:00
4330,4617000000,나주,0,5,0,14,0,-2,0,0,풋고추,PA350101,풋고추,,0,2006-12-06 00:00:00
4331,4211000000,춘천,82,0,0,5,57,-4,0,3,풋고추,PA350101,풋고추,,0,2006-12-06 00:00:00
4333,4211000000,춘천,81,3,0,7,57,0,0,0,풋고추,PA350201,꽈리고추,,0,2006-12-07 00:00:00
2166,4211000000,춘천,81,3,0,7,57,0,0,0,풋고추,PA350301,청양고추,,0,2006-12-07 00:00:00
4332,4617000000,나주,0,8,0,10,0,6,14,0,풋고추,PA350101,풋고추,,0,2006-12-07 00:00:00
4333,4211000000,춘천,81,3,0,7,57,0,0,0,풋고추,PA350101,풋고추,,0,2006-12-07 00:00:00
4332,4427000000,당진,0,5,0,7,0,4,0,0,풋고추,PA350201,꽈리고추,,0,2006-12-07 00:00:00
4334,4427000000,당진,0,6,2,8,0,4,1,0,풋고추,PA350201,꽈리고추,,0,2006-12-08 00:00:00
4335,4211000000,춘천,66,5,2,8,51,2,1,0,풋고추,PA350201,꽈리고추,,0,2006-12-08 00:00:00
4334,4617000000,나주,0,8,0,9,0,6,14,0,풋고추,PA350101,풋고추,,0,2006-12-08 00:00:00
4335,4211000000,춘천,66,5,2,8,51,2,1,0,풋고추,PA350101,풋고추,,0,2006-12-08 00:00:00
2167,4211000000,춘천,66,5,2,8,51,2,1,0,풋고추,PA350301,청양고추,,0,2006-12-08 00:00:00
4337,4211000000,춘천,88,1,0,4,63,-1,7,0,풋고추,PA350201,꽈리고추,,0,2006-12-09 00:00:00
4337,4211000000,춘천,88,1,0,4,63,-1,7,0,풋고추,PA350101,풋고추,,0,2006-12-09 00:00:00
4336,4617000000,나주,0,6,1,10,0,4,4,0,풋고추,PA350101,풋고추,,0,2006-12-09 00:00:00
4336,4427000000,당진,0,4,3,6,0,0,2,0,풋고추,PA350201,꽈리고추,,0,2006-12-09 00:00:00
2168,4211000000,춘천,88,1,0,4,63,-1,7,0,풋고추,PA350301,청양고추,,0,2006-12-09 00:00:00
4338,4617000000,나주,0,2,1,8,0,-1,0,0,풋고추,PA350101,풋고추,,0,2006-12-10 00:00:00
4339,4211000000,춘천,70,-1,0,4,27,-4,0,7,풋고추,PA350101,풋고추,,0,2006-12-10 00:00:00
4339,4211000000,춘천,70,-1,0,4,27,-4,0,7,풋고추,PA350201,꽈리고추,,0,2006-12-10 00:00:00
2169,4211000000,춘천,70,-1,0,4,27,-4,0,7,풋고추,PA350301,청양고추,,0,2006-12-10 00:00:00
4338,4427000000,당진,0,-1,1,4,0,-5,0,0,풋고추,PA350201,꽈리고추,,0,2006-12-10 00:00:00
4340,4427000000,당진,0,0,0,6,0,-6,0,0,풋고추,PA350201,꽈리고추,,0,2006-12-11 00:00:00
4341,4211000000,춘천,77,-2,0,3,44,-7,0,5,풋고추,PA350201,꽈리고추,,0,2006-12-11 00:00:00
2170,4211000000,춘천,77,-2,0,3,44,-7,0,5,풋고추,PA350301,청양고추,,0,2006-12-11 00:00:00
4340,4617000000,나주,0,3,0,10,0,-3,0,0,풋고추,PA350101,풋고추,,0,2006-12-11 00:00:00
4341,4211000000,춘천,77,-2,0,3,44,-7,0,5,풋고추,PA350101,풋고추,,0,2006-12-11 00:00:00
2171,4211000000,춘천,80,0,0,7,48,-3,0,4,풋고추,PA350301,청양고추,,0,2006-12-12 00:00:00
4342,4427000000,당진,0,3,1,11,0,-2,0,0,풋고추,PA350201,꽈리고추,,0,2006-12-12 00:00:00
4343,4211000000,춘천,80,0,0,7,48,-3,0,4,풋고추,PA350101,풋고추,,0,2006-12-12 00:00:00
4342,4617000000,나주,0,5,0,14,0,0,0,0,풋고추,PA350101,풋고추,,0,2006-12-12 00:00:00
4343,4211000000,춘천,80,0,0,7,48,-3,0,4,풋고추,PA350201,꽈리고추,,0,2006-12-12 00:00:00
4345,4211000000,춘천,88,1,0,8,57,-2,0,0,풋고추,PA350101,풋고추,,0,2006-12-13 00:00:00
4344,4617000000,나주,0,6,0,11,0,3,2,0,풋고추,PA350101,풋고추,,0,2006-12-13 00:00:00
4345,4211000000,춘천,88,1,0,8,57,-2,0,0,풋고추,PA350201,꽈리고추,,0,2006-12-13 00:00:00
2172,4211000000,춘천,88,1,0,8,57,-2,0,0,풋고추,PA350301,청양고추,,0,2006-12-13 00:00:00
4344,4427000000,당진,0,4,1,11,0,0,0,0,풋고추,PA350201,꽈리고추,,0,2006-12-13 00:00:00
4346,4211000000,춘천,73,0,0,7,25,-2,0,4,풋고추,PA350101,풋고추,,0,2006-12-14 00:00:00
4347,4617000000,나주,0,5,0,9,0,0,0,0,풋고추,PA350101,풋고추,,0,2006-12-14 00:00:00
4347,4427000000,당진,0,1,0,7,0,-2,0,0,풋고추,PA350201,꽈리고추,,0,2006-12-14 00:00:00
2173,4211000000,춘천,73,0,0,7,25,-2,0,4,풋고추,PA350301,청양고추,,0,2006-12-14 00:00:00
4346,4211000000,춘천,73,0,0,7,25,-2,0,4,풋고추,PA350201,꽈리고추,,0,2006-12-14 00:00:00
4349,4617000000,나주,0,4,0,12,0,0,0,0,풋고추,PA350101,풋고추,,0,2006-12-15 00:00:00
2174,4211000000,춘천,86,0,0,4,60,-5,0,1,풋고추,PA350301,청양고추,,0,2006-12-15 00:00:00
4349,4427000000,당진,0,3,1,10,0,-2,0,0,풋고추,PA350201,꽈리고추,,0,2006-12-15 00:00:00
4348,4211000000,춘천,86,0,0,4,60,-5,0,1,풋고추,PA350201,꽈리고추,,0,2006-12-15 00:00:00
4348,4211000000,춘천,86,0,0,4,60,-5,0,1,풋고추,PA350101,풋고추,,0,2006-12-15 00:00:00
2175,4211000000,춘천,73,1,1,6,31,-4,0,4,풋고추,PA350301,청양고추,,0,2006-12-16 00:00:00
4350,4427000000,당진,0,1,2,5,0,-2,1,0,풋고추,PA350201,꽈리고추,,0,2006-12-16 00:00:00
4351,4211000000,춘천,73,1,1,6,31,-4,0,4,풋고추,PA350201,꽈리고추,,0,2006-12-16 00:00:00
4350,4617000000,나주,0,3,1,8,0,0,1,0,풋고추,PA350101,풋고추,,0,2006-12-16 00:00:00
4351,4211000000,춘천,73,1,1,6,31,-4,0,4,풋고추,PA350101,풋고추,,0,2006-12-16 00:00:00
4353,4211000000,춘천,78,-1,0,3,58,-4,5,2,풋고추,PA350101,풋고추,,0,2006-12-17 00:00:00
2176,4211000000,춘천,78,-1,0,3,58,-4,5,2,풋고추,PA350301,청양고추,,0,2006-12-17 00:00:00
4352,4617000000,나주,0,1,3,4,0,0,4,0,풋고추,PA350101,풋고추,,0,2006-12-17 00:00:00
4353,4211000000,춘천,78,-1,0,3,58,-4,5,2,풋고추,PA350201,꽈리고추,,0,2006-12-17 00:00:00
4352,4427000000,당진,0,0,4,1,0,-2,7,0,풋고추,PA350201,꽈리고추,,0,2006-12-17 00:00:00
4354,4617000000,나주,0,1,0,6,0,-1,0,0,풋고추,PA350101,풋고추,,0,2006-12-18 00:00:00
2177,4211000000,춘천,72,-5,0,2,29,-10,0,7,풋고추,PA350301,청양고추,,0,2006-12-18 00:00:00
4354,4427000000,당진,0,-3,0,3,0,-8,0,0,풋고추,PA350201,꽈리고추,,0,2006-12-18 00:00:00
4355,4211000000,춘천,72,-5,0,2,29,-10,0,7,풋고추,PA350201,꽈리고추,,0,2006-12-18 00:00:00
4355,4211000000,춘천,72,-5,0,2,29,-10,0,7,풋고추,PA350101,풋고추,,0,2006-12-18 00:00:00
4357,4211000000,춘천,75,-3,0,2,35,-9,0,6,풋고추,PA350101,풋고추,,0,2006-12-19 00:00:00
4356,4617000000,나주,0,1,0,9,0,-2,0,0,풋고추,PA350101,풋고추,,0,2006-12-19 00:00:00
2178,4211000000,춘천,75,-3,0,2,35,-9,0,6,풋고추,PA350301,청양고추,,0,2006-12-19 00:00:00
4356,4427000000,당진,0,0,0,5,0,-7,0,0,풋고추,PA350201,꽈리고추,,0,2006-12-19 00:00:00
4357,4211000000,춘천,75,-3,0,2,35,-9,0,6,풋고추,PA350201,꽈리고추,,0,2006-12-19 00:00:00
4359,4211000000,춘천,80,0,0,4,55,-3,0,2,풋고추,PA350201,꽈리고추,,0,2006-12-20 00:00:00
4358,4617000000,나주,0,3,0,11,0,-3,0,0,풋고추,PA350101,풋고추,,0,2006-12-20 00:00:00
4359,4211000000,춘천,80,0,0,4,55,-3,0,2,풋고추,PA350101,풋고추,,0,2006-12-20 00:00:00
4358,4427000000,당진,0,2,0,11,0,-1,0,0,풋고추,PA350201,꽈리고추,,0,2006-12-20 00:00:00
2179,4211000000,춘천,80,0,0,4,55,-3,0,2,풋고추,PA350301,청양고추,,0,2006-12-20 00:00:00
4360,4427000000,당진,0,1,0,9,0,-2,0,0,풋고추,PA350201,꽈리고추,,0,2006-12-21 00:00:00
4360,4617000000,나주,0,3,0,12,0,-1,0,0,풋고추,PA350101,풋고추,,0,2006-12-21 00:00:00
4361,4211000000,춘천,92,-1,0,0,83,-3,0,0,풋고추,PA350201,꽈리고추,,0,2006-12-21 00:00:00
2180,4211000000,춘천,92,-1,0,0,83,-3,0,0,풋고추,PA350301,청양고추,,0,2006-12-21 00:00:00
4361,4211000000,춘천,92,-1,0,0,83,-3,0,0,풋고추,PA350101,풋고추,,0,2006-12-21 00:00:00
2181,4211000000,춘천,91,-1,0,3,71,-4,0,1,풋고추,PA350301,청양고추,,0,2006-12-22 00:00:00
4363,4211000000,춘천,91,-1,0,3,71,-4,0,1,풋고추,PA350101,풋고추,,0,2006-12-22 00:00:00
4363,4211000000,춘천,91,-1,0,3,71,-4,0,1,풋고추,PA350201,꽈리고추,,0,2006-12-22 00:00:00
4362,4617000000,나주,0,2,0,10,0,-3,0,0,풋고추,PA350101,풋고추,,0,2006-12-22 00:00:00
4362,4427000000,당진,0,2,0,8,0,-2,0,0,풋고추,PA350201,꽈리고추,,0,2006-12-22 00:00:00
4364,4427000000,당진,0,1,0,8,0,-3,0,0,풋고추,PA350201,꽈리고추,,0,2006-12-23 00:00:00
4364,4617000000,나주,0,2,0,11,0,-3,0,0,풋고추,PA350101,풋고추,,0,2006-12-23 00:00:00
4365,4211000000,춘천,83,-1,0,7,37,-4,0,4,풋고추,PA350101,풋고추,,0,2006-12-23 00:00:00
4365,4211000000,춘천,83,-1,0,7,37,-4,0,4,풋고추,PA350201,꽈리고추,,0,2006-12-23 00:00:00
2182,4211000000,춘천,83,-1,0,7,37,-4,0,4,풋고추,PA350301,청양고추,,0,2006-12-23 00:00:00
4367,4211000000,춘천,79,-1,0,6,44,-5,0,4,풋고추,PA350101,풋고추,,0,2006-12-24 00:00:00
4366,4617000000,나주,0,3,0,11,0,-3,0,0,풋고추,PA350101,풋고추,,0,2006-12-24 00:00:00
2183,4211000000,춘천,79,-1,0,6,44,-5,0,4,풋고추,PA350301,청양고추,,0,2006-12-24 00:00:00
4366,4427000000,당진,0,0,0,5,0,-5,0,0,풋고추,PA350201,꽈리고추,,0,2006-12-24 00:00:00
4367,4211000000,춘천,79,-1,0,6,44,-5,0,4,풋고추,PA350201,꽈리고추,,0,2006-12-24 00:00:00
2184,4211000000,춘천,83,0,0,8,48,-4,0,6,풋고추,PA350301,청양고추,,0,2006-12-25 00:00:00
4368,4427000000,당진,0,3,0,13,0,-2,0,0,풋고추,PA350201,꽈리고추,,0,2006-12-25 00:00:00
4369,4211000000,춘천,83,0,0,8,48,-4,0,6,풋고추,PA350101,풋고추,,0,2006-12-25 00:00:00
4369,4211000000,춘천,83,0,0,8,48,-4,0,6,풋고추,PA350201,꽈리고추,,0,2006-12-25 00:00:00
4368,4617000000,나주,0,7,1,17,0,0,0,0,풋고추,PA350101,풋고추,,0,2006-12-25 00:00:00
4371,4211000000,춘천,94,0,0,3,79,-1,0,1,풋고추,PA350201,꽈리고추,,0,2006-12-26 00:00:00
2185,4211000000,춘천,94,0,0,3,79,-1,0,1,풋고추,PA350301,청양고추,,0,2006-12-26 00:00:00
4371,4211000000,춘천,94,0,0,3,79,-1,0,1,풋고추,PA350101,풋고추,,0,2006-12-26 00:00:00
4370,4617000000,나주,0,7,1,17,0,0,0,0,풋고추,PA350101,풋고추,,0,2006-12-26 00:00:00
4370,4427000000,당진,0,4,0,13,0,-1,0,0,풋고추,PA350201,꽈리고추,,0,2006-12-26 00:00:00
4373,4211000000,춘천,77,0,1,3,45,-3,0,0,풋고추,PA350101,풋고추,,0,2006-12-27 00:00:00
4372,4617000000,나주,0,4,2,9,0,1,0,0,풋고추,PA350101,풋고추,,0,2006-12-27 00:00:00
2186,4211000000,춘천,77,0,1,3,45,-3,0,0,풋고추,PA350301,청양고추,,0,2006-12-27 00:00:00
